town_city,year,Statistic,Value
Shaftsbury,2019,Australian ballot Turnout (%),0.151
Shaftsbury,2019,ab_towns_absentee_votes,45
Shaftsbury,2019,Absentee Ballot Turnout (%),0.109
Sharon,2019,tm_checklist_voters,1135
Sharon,2019,highest_flr_vote_count,NA
Sharon,2019,Floor vote Turnout (%),NA
Sharon,2019,ab_towns_num_voted,126
Sharon,2019,Australian ballot Turnout (%),0.111
Sharon,2019,ab_towns_absentee_votes,1
Sharon,2019,Absentee Ballot Turnout (%),0.008
Sheffield,2019,tm_checklist_voters,458
Sheffield,2019,highest_flr_vote_count,170
Sheffield,2019,Floor vote Turnout (%),0.371
Sheffield,2019,ab_towns_num_voted,NA
Sheffield,2019,Australian ballot Turnout (%),NA
Sheffield,2019,ab_towns_absentee_votes,NA
Sheffield,2019,Absentee Ballot Turnout (%),NA
Shelburne,2019,tm_checklist_voters,6377
Shelburne,2019,highest_flr_vote_count,NA
Shelburne,2019,Floor vote Turnout (%),NA
Shelburne,2019,ab_towns_num_voted,1432
Shelburne,2019,Australian ballot Turnout (%),0.225
Shelburne,2019,ab_towns_absentee_votes,441
Shelburne,2019,Absentee Ballot Turnout (%),0.308
Sheldon,2019,tm_checklist_voters,1512
Sheldon,2019,highest_flr_vote_count,137
Sheldon,2019,Floor vote Turnout (%),0.091
Sheldon,2019,ab_towns_num_voted,242
Sheldon,2019,Australian ballot Turnout (%),0.16
Sheldon,2019,ab_towns_absentee_votes,6
Sheldon,2019,Absentee Ballot Turnout (%),0.025
Shoreham,2019,tm_checklist_voters,873
Shoreham,2019,highest_flr_vote_count,77
Shoreham,2019,Floor vote Turnout (%),0.088
Shoreham,2019,ab_towns_num_voted,163
Shoreham,2019,Australian ballot Turnout (%),0.187
Shoreham,2019,ab_towns_absentee_votes,12
Shoreham,2019,Absentee Ballot Turnout (%),0.074
Shrewsbury,2019,tm_checklist_voters,900
Shrewsbury,2019,highest_flr_vote_count,NA
Shrewsbury,2019,Floor vote Turnout (%),NA
Shrewsbury,2019,ab_towns_num_voted,239
Shrewsbury,2019,Australian ballot Turnout (%),0.266
Shrewsbury,2019,ab_towns_absentee_votes,21
Shrewsbury,2019,Absentee Ballot Turnout (%),0.088
South Burlington,2019,tm_checklist_voters,14813
South Burlington,2019,highest_flr_vote_count,NA
South Burlington,2019,Floor vote Turnout (%),NA
South Burlington,2019,ab_towns_num_voted,2641
South Burlington,2019,Australian ballot Turnout (%),0.178
South Burlington,2019,ab_towns_absentee_votes,538
South Burlington,2019,Absentee Ballot Turnout (%),0.204
South Hero,2019,tm_checklist_voters,1543
South Hero,2019,highest_flr_vote_count,72
South Hero,2019,Floor vote Turnout (%),0.047
South Hero,2019,ab_towns_num_voted,362
South Hero,2019,Australian ballot Turnout (%),0.235
South Hero,2019,ab_towns_absentee_votes,24
South Hero,2019,Absentee Ballot Turnout (%),0.066
Springfield,2019,tm_checklist_voters,7170
Springfield,2019,highest_flr_vote_count,NA
Springfield,2019,Floor vote Turnout (%),NA
Springfield,2019,ab_towns_num_voted,1305
Springfield,2019,Australian ballot Turnout (%),0.182
Springfield,2019,ab_towns_absentee_votes,212
Springfield,2019,Absentee Ballot Turnout (%),0.162
St. Albans City,2019,tm_checklist_voters,5100
St. Albans City,2019,highest_flr_vote_count,NA
St. Albans City,2019,Floor vote Turnout (%),NA
St. Albans City,2019,ab_towns_num_voted,560
St. Albans City,2019,Australian ballot Turnout (%),0.11
St. Albans City,2019,ab_towns_absentee_votes,64
St. Albans City,2019,Absentee Ballot Turnout (%),0.114
St. Albans Town,2019,tm_checklist_voters,4691
St. Albans Town,2019,highest_flr_vote_count,NA
St. Albans Town,2019,Floor vote Turnout (%),NA
St. Albans Town,2019,ab_towns_num_voted,1090
St. Albans Town,2019,Australian ballot Turnout (%),0.232
St. Albans Town,2019,ab_towns_absentee_votes,241
St. Albans Town,2019,Absentee Ballot Turnout (%),0.221
St. Johnsbury,2019,tm_checklist_voters,4072
St. Johnsbury,2019,highest_flr_vote_count,NA
St. Johnsbury,2019,Floor vote Turnout (%),NA
St. Johnsbury,2019,ab_towns_num_voted,984
St. Johnsbury,2019,Australian ballot Turnout (%),0.242
St. Johnsbury,2019,ab_towns_absentee_votes,139
St. Johnsbury,2019,Absentee Ballot Turnout (%),0.141
Stamford,2019,tm_checklist_voters,650
Stamford,2019,highest_flr_vote_count,90
Stamford,2019,Floor vote Turnout (%),0.138
Stamford,2019,ab_towns_num_voted,89
Stamford,2019,Australian ballot Turnout (%),0.137
Stamford,2019,ab_towns_absentee_votes,5
Stamford,2019,Absentee Ballot Turnout (%),0.056
Stannard,2019,tm_checklist_voters,150
Stannard,2019,highest_flr_vote_count,24
Stannard,2019,Floor vote Turnout (%),0.16
Stannard,2019,ab_towns_num_voted,NA
Stannard,2019,Australian ballot Turnout (%),NA
Stannard,2019,ab_towns_absentee_votes,NA
Stannard,2019,Absentee Ballot Turnout (%),NA
Starksboro,2019,tm_checklist_voters,1372
Starksboro,2019,highest_flr_vote_count,111
Starksboro,2019,Floor vote Turnout (%),0.081
Starksboro,2019,ab_towns_num_voted,292
Starksboro,2019,Australian ballot Turnout (%),0.213
Starksboro,2019,ab_towns_absentee_votes,29
Starksboro,2019,Absentee Ballot Turnout (%),0.099
Stockbridge,2019,tm_checklist_voters,530
Stockbridge,2019,highest_flr_vote_count,50
Stockbridge,2019,Floor vote Turnout (%),0.094
Stockbridge,2019,ab_towns_num_voted,NA
Stockbridge,2019,Australian ballot Turnout (%),NA
Stockbridge,2019,ab_towns_absentee_votes,NA
Stockbridge,2019,Absentee Ballot Turnout (%),NA
Stowe,2019,tm_checklist_voters,4233
Stowe,2019,highest_flr_vote_count,134
Stowe,2019,Floor vote Turnout (%),0.032
Stowe,2019,ab_towns_num_voted,603
Stowe,2019,Australian ballot Turnout (%),0.142
Stowe,2019,ab_towns_absentee_votes,187
Stowe,2019,Absentee Ballot Turnout (%),0.31
Stratton,2019,tm_checklist_voters,194
Stratton,2019,highest_flr_vote_count,70
Stratton,2019,Floor vote Turnout (%),0.361
Stratton,2019,ab_towns_num_voted,NA
Stratton,2019,Australian ballot Turnout (%),NA
Stratton,2019,ab_towns_absentee_votes,NA
Stratton,2019,Absentee Ballot Turnout (%),NA
Sudbury,2019,tm_checklist_voters,62
Sudbury,2019,highest_flr_vote_count,45
Sudbury,2019,Floor vote Turnout (%),0.726
Sudbury,2019,ab_towns_num_voted,NA
Sudbury,2019,Australian ballot Turnout (%),NA
Sudbury,2019,ab_towns_absentee_votes,NA
Sudbury,2019,Absentee Ballot Turnout (%),NA
Sunderland,2019,tm_checklist_voters,733
Sunderland,2019,highest_flr_vote_count,43
Sunderland,2019,Floor vote Turnout (%),0.059
Sunderland,2019,ab_towns_num_voted,131
Sunderland,2019,Australian ballot Turnout (%),0.179
Sunderland,2019,ab_towns_absentee_votes,6
Sunderland,2019,Absentee Ballot Turnout (%),0.046
Sutton,2019,tm_checklist_voters,741
Sutton,2019,highest_flr_vote_count,94
Sutton,2019,Floor vote Turnout (%),0.127
Sutton,2019,ab_towns_num_voted,NA
Sutton,2019,Australian ballot Turnout (%),NA
Sutton,2019,ab_towns_absentee_votes,NA
Sutton,2019,Absentee Ballot Turnout (%),NA
Swanton,2019,tm_checklist_voters,4222
Swanton,2019,highest_flr_vote_count,NA
Swanton,2019,Floor vote Turnout (%),NA
Swanton,2019,ab_towns_num_voted,703
Swanton,2019,Australian ballot Turnout (%),0.167
Swanton,2019,ab_towns_absentee_votes,136
Swanton,2019,Absentee Ballot Turnout (%),0.193
Thetford,2019,tm_checklist_voters,2287
Thetford,2019,highest_flr_vote_count,156
Thetford,2019,Floor vote Turnout (%),0.068
Thetford,2019,ab_towns_num_voted,1559
Thetford,2019,Australian ballot Turnout (%),0.682
Thetford,2019,ab_towns_absentee_votes,42
Thetford,2019,Absentee Ballot Turnout (%),0.027
Tinmouth,2019,tm_checklist_voters,389
Tinmouth,2019,highest_flr_vote_count,60
Tinmouth,2019,Floor vote Turnout (%),0.154
Tinmouth,2019,ab_towns_num_voted,110
Tinmouth,2019,Australian ballot Turnout (%),0.283
Tinmouth,2019,ab_towns_absentee_votes,9
Tinmouth,2019,Absentee Ballot Turnout (%),0.082
Topsham,2019,tm_checklist_voters,849
Topsham,2019,highest_flr_vote_count,70
Topsham,2019,Floor vote Turnout (%),0.082
Topsham,2019,ab_towns_num_voted,NA
Topsham,2019,Australian ballot Turnout (%),NA
Topsham,2019,ab_towns_absentee_votes,NA
Topsham,2019,Absentee Ballot Turnout (%),NA
Townshend,2019,tm_checklist_voters,134
Townshend,2019,highest_flr_vote_count,111
Townshend,2019,Floor vote Turnout (%),0.828
Townshend,2019,ab_towns_num_voted,NA
Townshend,2019,Australian ballot Turnout (%),NA
Townshend,2019,ab_towns_absentee_votes,NA
Townshend,2019,Absentee Ballot Turnout (%),NA
Troy,2019,tm_checklist_voters,1042
Troy,2019,highest_flr_vote_count,47
Troy,2019,Floor vote Turnout (%),0.045
Troy,2019,ab_towns_num_voted,NA
Troy,2019,Australian ballot Turnout (%),NA
Troy,2019,ab_towns_absentee_votes,NA
Troy,2019,Absentee Ballot Turnout (%),NA
Tunbridge,2019,tm_checklist_voters,1045
Tunbridge,2019,highest_flr_vote_count,168
Tunbridge,2019,Floor vote Turnout (%),0.161
Tunbridge,2019,ab_towns_num_voted,NA
Tunbridge,2019,Australian ballot Turnout (%),NA
Tunbridge,2019,ab_towns_absentee_votes,NA
Tunbridge,2019,Absentee Ballot Turnout (%),NA
Underhill,2019,tm_checklist_voters,2552
Underhill,2019,highest_flr_vote_count,NA
Underhill,2019,Floor vote Turnout (%),NA
Underhill,2019,ab_towns_num_voted,525
Underhill,2019,Australian ballot Turnout (%),0.206
Underhill,2019,ab_towns_absentee_votes,75
Underhill,2019,Absentee Ballot Turnout (%),0.143
Vergennes,2019,tm_checklist_voters,1947
Vergennes,2019,highest_flr_vote_count,NA
Vergennes,2019,Floor vote Turnout (%),NA
Vergennes,2019,ab_towns_num_voted,450
Vergennes,2019,Australian ballot Turnout (%),0.231
Vergennes,2019,ab_towns_absentee_votes,25
Vergennes,2019,Absentee Ballot Turnout (%),0.056
Vernon,2019,tm_checklist_voters,1836
Vernon,2019,highest_flr_vote_count,185
Vernon,2019,Floor vote Turnout (%),0.101
Vernon,2019,ab_towns_num_voted,291
Vernon,2019,Australian ballot Turnout (%),0.158
Vernon,2019,ab_towns_absentee_votes,33
Vernon,2019,Absentee Ballot Turnout (%),0.113
Vershire,2019,tm_checklist_voters,511
Vershire,2019,highest_flr_vote_count,50
Vershire,2019,Floor vote Turnout (%),0.098
Vershire,2019,ab_towns_num_voted,65
Vershire,2019,Australian ballot Turnout (%),0.127
Vershire,2019,ab_towns_absentee_votes,2
Vershire,2019,Absentee Ballot Turnout (%),0.031
Victory,2019,tm_checklist_voters,71
Victory,2019,highest_flr_vote_count,22
Victory,2019,Floor vote Turnout (%),0.31
Victory,2019,ab_towns_num_voted,40
Victory,2019,Australian ballot Turnout (%),0.563
Victory,2019,ab_towns_absentee_votes,20
Victory,2019,Absentee Ballot Turnout (%),0.5
Waitsfield,2019,tm_checklist_voters,1449
Waitsfield,2019,highest_flr_vote_count,100
Waitsfield,2019,Floor vote Turnout (%),0.069
Waitsfield,2019,ab_towns_num_voted,388
Waitsfield,2019,Australian ballot Turnout (%),0.268
Waitsfield,2019,ab_towns_absentee_votes,42
Waitsfield,2019,Absentee Ballot Turnout (%),0.108
Walden,2019,tm_checklist_voters,668
Walden,2019,highest_flr_vote_count,51
Walden,2019,Floor vote Turnout (%),0.076
Walden,2019,ab_towns_num_voted,119
Walden,2019,Australian ballot Turnout (%),0.178
Walden,2019,ab_towns_absentee_votes,14
Walden,2019,Absentee Ballot Turnout (%),0.118
Wallingford,2019,tm_checklist_voters,1541
Wallingford,2019,highest_flr_vote_count,85
Wallingford,2019,Floor vote Turnout (%),0.055
Wallingford,2019,ab_towns_num_voted,394
Wallingford,2019,Australian ballot Turnout (%),0.256
Wallingford,2019,ab_towns_absentee_votes,46
Wallingford,2019,Absentee Ballot Turnout (%),0.117
Waltham,2019,tm_checklist_voters,372
Waltham,2019,highest_flr_vote_count,37
Waltham,2019,Floor vote Turnout (%),0.099
Waltham,2019,ab_towns_num_voted,NA
Waltham,2019,Australian ballot Turnout (%),NA
Waltham,2019,ab_towns_absentee_votes,NA
Waltham,2019,Absentee Ballot Turnout (%),NA
Wardsboro,2019,tm_checklist_voters,562
Wardsboro,2019,highest_flr_vote_count,51
Wardsboro,2019,Floor vote Turnout (%),0.091
Wardsboro,2019,ab_towns_num_voted,56
Wardsboro,2019,Australian ballot Turnout (%),0.1
Wardsboro,2019,ab_towns_absentee_votes,3
Wardsboro,2019,Absentee Ballot Turnout (%),0.054
Warren,2019,tm_checklist_voters,1510
Warren,2019,highest_flr_vote_count,87
Warren,2019,Floor vote Turnout (%),0.058
Warren,2019,ab_towns_num_voted,269
Warren,2019,Australian ballot Turnout (%),0.178
Warren,2019,ab_towns_absentee_votes,22
Warren,2019,Absentee Ballot Turnout (%),0.082
Washington,2019,tm_checklist_voters,790
Washington,2019,highest_flr_vote_count,100
Washington,2019,Floor vote Turnout (%),0.127
Washington,2019,ab_towns_num_voted,NA
Washington,2019,Australian ballot Turnout (%),NA
Washington,2019,ab_towns_absentee_votes,NA
Washington,2019,Absentee Ballot Turnout (%),NA
Waterbury,2019,tm_checklist_voters,4424
Waterbury,2019,highest_flr_vote_count,NA
Waterbury,2019,Floor vote Turnout (%),NA
Waterbury,2019,ab_towns_num_voted,616
Waterbury,2019,Australian ballot Turnout (%),0.139
Waterbury,2019,ab_towns_absentee_votes,64
Waterbury,2019,Absentee Ballot Turnout (%),0.104
Waterford,2019,tm_checklist_voters,985
Waterford,2019,highest_flr_vote_count,NA
Waterford,2019,Floor vote Turnout (%),NA
Waterford,2019,ab_towns_num_voted,98
Waterford,2019,Australian ballot Turnout (%),0.099
Waterford,2019,ab_towns_absentee_votes,6
Waterford,2019,Absentee Ballot Turnout (%),0.061
Waterville,2019,tm_checklist_voters,589
Waterville,2019,highest_flr_vote_count,85
Waterville,2019,Floor vote Turnout (%),0.144
Waterville,2019,ab_towns_num_voted,NA
Waterville,2019,Australian ballot Turnout (%),NA
Waterville,2019,ab_towns_absentee_votes,17
Waterville,2019,Absentee Ballot Turnout (%),NA
Weathersfield,2019,tm_checklist_voters,2370
Weathersfield,2019,highest_flr_vote_count,138
Weathersfield,2019,Floor vote Turnout (%),0.058
Weathersfield,2019,ab_towns_num_voted,721
Weathersfield,2019,Australian ballot Turnout (%),0.304
Weathersfield,2019,ab_towns_absentee_votes,74
Weathersfield,2019,Absentee Ballot Turnout (%),0.103
Wells,2019,tm_checklist_voters,980
Wells,2019,highest_flr_vote_count,NA
Wells,2019,Floor vote Turnout (%),NA
Wells,2019,ab_towns_num_voted,199
Wells,2019,Australian ballot Turnout (%),0.203
Wells,2019,ab_towns_absentee_votes,36
Wells,2019,Absentee Ballot Turnout (%),0.181
West Fairlee,2019,tm_checklist_voters,519
West Fairlee,2019,highest_flr_vote_count,30
West Fairlee,2019,Floor vote Turnout (%),0.058
West Fairlee,2019,ab_towns_num_voted,64
West Fairlee,2019,Australian ballot Turnout (%),0.123
West Fairlee,2019,ab_towns_absentee_votes,1
West Fairlee,2019,Absentee Ballot Turnout (%),0.016
West Haven,2019,tm_checklist_voters,173
West Haven,2019,highest_flr_vote_count,NA
West Haven,2019,Floor vote Turnout (%),NA
West Haven,2019,ab_towns_num_voted,60
West Haven,2019,Australian ballot Turnout (%),0.347
West Haven,2019,ab_towns_absentee_votes,2
West Haven,2019,Absentee Ballot Turnout (%),0.033
West Rutland,2019,tm_checklist_voters,1669
West Rutland,2019,highest_flr_vote_count,NA
West Rutland,2019,Floor vote Turnout (%),NA
West Rutland,2019,ab_towns_num_voted,323
West Rutland,2019,Australian ballot Turnout (%),0.194
West Rutland,2019,ab_towns_absentee_votes,23
West Rutland,2019,Absentee Ballot Turnout (%),0.071
West Windsor,2019,tm_checklist_voters,118
West Windsor,2019,highest_flr_vote_count,118
West Windsor,2019,Floor vote Turnout (%),1
West Windsor,2019,ab_towns_num_voted,168
West Windsor,2019,Australian ballot Turnout (%),1.424
West Windsor,2019,ab_towns_absentee_votes,4
West Windsor,2019,Absentee Ballot Turnout (%),0.024
Westfield,2019,tm_checklist_voters,452
Westfield,2019,highest_flr_vote_count,45
Westfield,2019,Floor vote Turnout (%),0.1
Westfield,2019,ab_towns_num_voted,109
Westfield,2019,Australian ballot Turnout (%),0.241
Westfield,2019,ab_towns_absentee_votes,4
Westfield,2019,Absentee Ballot Turnout (%),0.037
Westford,2019,tm_checklist_voters,1669
Westford,2019,highest_flr_vote_count,35
Westford,2019,Floor vote Turnout (%),0.021
Westford,2019,ab_towns_num_voted,273
Westford,2019,Australian ballot Turnout (%),0.164
Westford,2019,ab_towns_absentee_votes,30
Westford,2019,Absentee Ballot Turnout (%),0.11
Westminster,2019,tm_checklist_voters,2499
Westminster,2019,highest_flr_vote_count,NA
Westminster,2019,Floor vote Turnout (%),NA
Westminster,2019,ab_towns_num_voted,245
Westminster,2019,Australian ballot Turnout (%),0.098
Westminster,2019,ab_towns_absentee_votes,8
Westminster,2019,Absentee Ballot Turnout (%),0.033
Westmore,2019,tm_checklist_voters,285
Westmore,2019,highest_flr_vote_count,48
Westmore,2019,Floor vote Turnout (%),0.168
Westmore,2019,ab_towns_num_voted,24
Westmore,2019,Australian ballot Turnout (%),0.084
Westmore,2019,ab_towns_absentee_votes,NA
Westmore,2019,Absentee Ballot Turnout (%),NA
Weston,2019,tm_checklist_voters,111
Weston,2019,highest_flr_vote_count,102
Weston,2019,Floor vote Turnout (%),0.919
Weston,2019,ab_towns_num_voted,NA
Weston,2019,Australian ballot Turnout (%),NA
Weston,2019,ab_towns_absentee_votes,NA
Weston,2019,Absentee Ballot Turnout (%),NA
Wheelock,2019,tm_checklist_voters,586
Wheelock,2019,highest_flr_vote_count,50
Wheelock,2019,Floor vote Turnout (%),0.085
Wheelock,2019,ab_towns_num_voted,164
Wheelock,2019,Australian ballot Turnout (%),0.28
Wheelock,2019,ab_towns_absentee_votes,23
Wheelock,2019,Absentee Ballot Turnout (%),0.14
Whiting,2019,tm_checklist_voters,33
Whiting,2019,highest_flr_vote_count,33
Whiting,2019,Floor vote Turnout (%),1
Whiting,2019,ab_towns_num_voted,NA
Whiting,2019,Australian ballot Turnout (%),NA
Whiting,2019,ab_towns_absentee_votes,NA
Whiting,2019,Absentee Ballot Turnout (%),NA
Whitingham,2019,tm_checklist_voters,869
Whitingham,2019,highest_flr_vote_count,97
Whitingham,2019,Floor vote Turnout (%),0.112
Whitingham,2019,ab_towns_num_voted,274
Whitingham,2019,Australian ballot Turnout (%),0.315
Whitingham,2019,ab_towns_absentee_votes,36
Whitingham,2019,Absentee Ballot Turnout (%),0.131
Williamstown,2019,tm_checklist_voters,2397
Williamstown,2019,highest_flr_vote_count,89
Williamstown,2019,Floor vote Turnout (%),0.037
Williamstown,2019,ab_towns_num_voted,393
Williamstown,2019,Australian ballot Turnout (%),0.164
Williamstown,2019,ab_towns_absentee_votes,42
Williamstown,2019,Absentee Ballot Turnout (%),0.107
Williston,2019,tm_checklist_voters,9485
Williston,2019,highest_flr_vote_count,NA
Williston,2019,Floor vote Turnout (%),NA
Williston,2019,ab_towns_num_voted,1607
Williston,2019,Australian ballot Turnout (%),0.169
Williston,2019,ab_towns_absentee_votes,252
Williston,2019,Absentee Ballot Turnout (%),0.157
Wilmington,2019,tm_checklist_voters,1595
Wilmington,2019,highest_flr_vote_count,65
Wilmington,2019,Floor vote Turnout (%),0.041
Wilmington,2019,ab_towns_num_voted,200
Wilmington,2019,Australian ballot Turnout (%),0.125
Wilmington,2019,ab_towns_absentee_votes,24
Wilmington,2019,Absentee Ballot Turnout (%),0.12
Windham,2019,tm_checklist_voters,318
Windham,2019,highest_flr_vote_count,86
Windham,2019,Floor vote Turnout (%),0.27
Windham,2019,ab_towns_num_voted,NA
Windham,2019,Australian ballot Turnout (%),NA
Windham,2019,ab_towns_absentee_votes,NA
Windham,2019,Absentee Ballot Turnout (%),NA
Windsor,2019,tm_checklist_voters,3079
Windsor,2019,highest_flr_vote_count,NA
Windsor,2019,Floor vote Turnout (%),NA
Windsor,2019,ab_towns_num_voted,495
Windsor,2019,Australian ballot Turnout (%),0.161
Windsor,2019,ab_towns_absentee_votes,29
Windsor,2019,Absentee Ballot Turnout (%),0.059
Winhall,2019,tm_checklist_voters,742
Winhall,2019,highest_flr_vote_count,65
Winhall,2019,Floor vote Turnout (%),0.088
Winhall,2019,ab_towns_num_voted,113
Winhall,2019,Australian ballot Turnout (%),0.152
Winhall,2019,ab_towns_absentee_votes,10
Winhall,2019,Absentee Ballot Turnout (%),0.088
Winooski,2019,tm_checklist_voters,5313
Winooski,2019,highest_flr_vote_count,NA
Winooski,2019,Floor vote Turnout (%),NA
Winooski,2019,ab_towns_num_voted,1168
Winooski,2019,Australian ballot Turnout (%),0.22
Winooski,2019,ab_towns_absentee_votes,142
Winooski,2019,Absentee Ballot Turnout (%),0.122
Wolcott,2019,tm_checklist_voters,1143
Wolcott,2019,highest_flr_vote_count,125
Wolcott,2019,Floor vote Turnout (%),0.109
Wolcott,2019,ab_towns_num_voted,158
Wolcott,2019,Australian ballot Turnout (%),0.138
Wolcott,2019,ab_towns_absentee_votes,8
Wolcott,2019,Absentee Ballot Turnout (%),0.051
Woodbury,2019,tm_checklist_voters,705
Woodbury,2019,highest_flr_vote_count,82
Woodbury,2019,Floor vote Turnout (%),0.116
Woodbury,2019,ab_towns_num_voted,65
Woodbury,2019,Australian ballot Turnout (%),0.092
Woodbury,2019,ab_towns_absentee_votes,NA
Woodbury,2019,Absentee Ballot Turnout (%),NA
Woodford,2019,tm_checklist_voters,294
Woodford,2019,highest_flr_vote_count,NA
Woodford,2019,Floor vote Turnout (%),NA
Woodford,2019,ab_towns_num_voted,42
Woodford,2019,Australian ballot Turnout (%),0.143
Woodford,2019,ab_towns_absentee_votes,9
Woodford,2019,Absentee Ballot Turnout (%),0.214
Woodstock,2019,tm_checklist_voters,2923
Woodstock,2019,highest_flr_vote_count,120
Woodstock,2019,Floor vote Turnout (%),0.041
Woodstock,2019,ab_towns_num_voted,788
Woodstock,2019,Australian ballot Turnout (%),0.27
Woodstock,2019,ab_towns_absentee_votes,73
Woodstock,2019,Absentee Ballot Turnout (%),0.093
Worcester,2019,tm_checklist_voters,754
Worcester,2019,highest_flr_vote_count,150
Worcester,2019,Floor vote Turnout (%),0.199
Worcester,2019,ab_towns_num_voted,250
Worcester,2019,Australian ballot Turnout (%),0.332
Worcester,2019,ab_towns_absentee_votes,4
Worcester,2019,Absentee Ballot Turnout (%),0.016
Floor Vote Total,2019,tm_checklist_voters,176817
Floor Vote Total,2019,highest_flr_vote_count,13336
Floor Vote Total,2019,Floor vote Turnout (%),0.075
Floor Vote Total,2019,ab_towns_num_voted,NA
Floor Vote Total,2019,Australian ballot Turnout (%),NA
Floor Vote Total,2019,ab_towns_absentee_votes,NA
Floor Vote Total,2019,Absentee Ballot Turnout (%),NA
Addison,2020,tm_checklist_voters,1080
Addison,2020,highest_flr_vote_count,50
Addison,2020,Floor vote Turnout (%),0.046
Addison,2020,ab_towns_num_voted,456
Addison,2020,Australian ballot Turnout (%),0.422
Addison,2020,ab_towns_absentee_votes,40
Addison,2020,Absentee Ballot Turnout (%),0.088
Albany,2020,tm_checklist_voters,646
Albany,2020,highest_flr_vote_count,95
Albany,2020,Floor vote Turnout (%),0.147
Albany,2020,ab_towns_num_voted,NA
Albany,2020,Australian ballot Turnout (%),NA
Albany,2020,ab_towns_absentee_votes,NA
Albany,2020,Absentee Ballot Turnout (%),NA
Arlington,2020,tm_checklist_voters,1987
Arlington,2020,highest_flr_vote_count,120
Arlington,2020,Floor vote Turnout (%),0.06
Arlington,2020,ab_towns_num_voted,802
Arlington,2020,Australian ballot Turnout (%),0.404
Arlington,2020,ab_towns_absentee_votes,85
Arlington,2020,Absentee Ballot Turnout (%),0.106
Athens,2020,tm_checklist_voters,59
Athens,2020,highest_flr_vote_count,57
Athens,2020,Floor vote Turnout (%),0.966
Athens,2020,ab_towns_num_voted,NA
Athens,2020,Australian ballot Turnout (%),NA
Athens,2020,ab_towns_absentee_votes,NA
Athens,2020,Absentee Ballot Turnout (%),NA
Bakersfield,2020,tm_checklist_voters,960
Bakersfield,2020,highest_flr_vote_count,98
Bakersfield,2020,Floor vote Turnout (%),0.102
Bakersfield,2020,ab_towns_num_voted,354
Bakersfield,2020,Australian ballot Turnout (%),0.369
Bakersfield,2020,ab_towns_absentee_votes,25
Bakersfield,2020,Absentee Ballot Turnout (%),0.071
Baltimore,2020,tm_checklist_voters,191
Baltimore,2020,highest_flr_vote_count,28
Baltimore,2020,Floor vote Turnout (%),0.147
Baltimore,2020,ab_towns_num_voted,72
Baltimore,2020,Australian ballot Turnout (%),0.377
Baltimore,2020,ab_towns_absentee_votes,3
Baltimore,2020,Absentee Ballot Turnout (%),0.042
Barnard,2020,tm_checklist_voters,733
Barnard,2020,highest_flr_vote_count,60
Barnard,2020,Floor vote Turnout (%),0.082
Barnard,2020,ab_towns_num_voted,NA
Barnard,2020,Australian ballot Turnout (%),NA
Barnard,2020,ab_towns_absentee_votes,NA
Barnard,2020,Absentee Ballot Turnout (%),NA
Barnet,2020,tm_checklist_voters,1406
Barnet,2020,highest_flr_vote_count,250
Barnet,2020,Floor vote Turnout (%),0.178
Barnet,2020,ab_towns_num_voted,601
Barnet,2020,Australian ballot Turnout (%),0.427
Barnet,2020,ab_towns_absentee_votes,988
Barnet,2020,Absentee Ballot Turnout (%),1.644
Barre City,2020,tm_checklist_voters,5548
Barre City,2020,highest_flr_vote_count,NA
Barre City,2020,Floor vote Turnout (%),NA
Barre City,2020,ab_towns_num_voted,1928
Barre City,2020,Australian ballot Turnout (%),0.348
Barre City,2020,ab_towns_absentee_votes,303
Barre City,2020,Absentee Ballot Turnout (%),0.157
Barton,2020,tm_checklist_voters,2002
Barton,2020,highest_flr_vote_count,NA
Barton,2020,Floor vote Turnout (%),NA
Barton,2020,ab_towns_num_voted,412
Barton,2020,Australian ballot Turnout (%),0.206
Barton,2020,ab_towns_absentee_votes,26
Barton,2020,Absentee Ballot Turnout (%),0.063
Belvidere,2020,tm_checklist_voters,235
Belvidere,2020,highest_flr_vote_count,45
Belvidere,2020,Floor vote Turnout (%),0.191
Belvidere,2020,ab_towns_num_voted,NA
Belvidere,2020,Australian ballot Turnout (%),NA
Belvidere,2020,ab_towns_absentee_votes,NA
Belvidere,2020,Absentee Ballot Turnout (%),NA
Bennington,2020,tm_checklist_voters,9592
Bennington,2020,highest_flr_vote_count,75
Bennington,2020,Floor vote Turnout (%),0.008
Bennington,2020,ab_towns_num_voted,3746
Bennington,2020,Australian ballot Turnout (%),0.391
Bennington,2020,ab_towns_absentee_votes,414
Bennington,2020,Absentee Ballot Turnout (%),0.111
Benson,2020,tm_checklist_voters,765
Benson,2020,highest_flr_vote_count,64
Benson,2020,Floor vote Turnout (%),0.084
Benson,2020,ab_towns_num_voted,346
Benson,2020,Australian ballot Turnout (%),0.452
Benson,2020,ab_towns_absentee_votes,35
Benson,2020,Absentee Ballot Turnout (%),0.101
Berkshire,2020,tm_checklist_voters,1044
Berkshire,2020,highest_flr_vote_count,NA
Berkshire,2020,Floor vote Turnout (%),NA
Berkshire,2020,ab_towns_num_voted,265
Berkshire,2020,Australian ballot Turnout (%),0.254
Berkshire,2020,ab_towns_absentee_votes,30
Berkshire,2020,Absentee Ballot Turnout (%),0.113
Bethel,2020,tm_checklist_voters,1528
Bethel,2020,highest_flr_vote_count,130
